    INFO: 2026-02-02 10:23:00,665:               log.py:   20: Logging to /Users/gorkemcetin/verifywise/docs/mdpdf.log
   DEBUG: 2026-02-02 10:23:01,239:      pdf_renderer.py:  470: printSegment: Model inventory summary
   DEBUG: 2026-02-02 10:23:01,239:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,240:      pdf_renderer.py:  470: printSegment: Compliance status
   DEBUG: 2026-02-02 10:23:01,240:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,240:      pdf_renderer.py:  470: printSegment: Contact information
   DEBUG: 2026-02-02 10:23:01,240:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,241:      pdf_renderer.py:  470: printSegment: Shareable public URL
   DEBUG: 2026-02-02 10:23:01,241:      pdf_renderer.py:  470: printSegment: 10.5 Additional Unique Features
   DEBUG: 2026-02-02 10:23:01,242:      pdf_renderer.py:  470: printSegment: | Feature | Description |
   DEBUG: 2026-02-02 10:23:01,242:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,242:      pdf_renderer.py:  470: printSegment: |---------|-------------|
   DEBUG: 2026-02-02 10:23:01,243:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,243:      pdf_renderer.py:  470: printSegment: | CE Marking Registry | Track EU conformity marking status |
   DEBUG: 2026-02-02 10:23:01,244:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,245:      pdf_renderer.py:  470: printSegment: | AI
   DEBUG: 2026-02-02 10:23:01,245:      pdf_renderer.py:  470: printSegment: Literacy Training | Training registry for Article 4 compliance |
   DEBUG: 2026-02-02 10:23:01,245:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,246:      pdf_renderer.py:  470: printSegment: | Event Tracker (WatchTower) | Real-time activity
   DEBUG: 2026-02-02 10:23:01,246:      pdf_renderer.py:  470: printSegment: monitoring |
   DEBUG: 2026-02-02 10:23:01,247:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,247:      pdf_renderer.py:  470: printSegment: | Post-Market Monitoring | Article 72 compliance tracking |
   DEBUG: 2026-02-02 10:23:01,247:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,248:      pdf_renderer.py:  470: printSegment: | Self-Hosted Deployment | Full data
   DEBUG: 2026-02-02 10:23:01,248:      pdf_renderer.py:  470: printSegment: sovereignty |
   DEBUG: 2026-02-02 10:23:01,249:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,249:      pdf_renderer.py:  470: printSegment: | Source Available | Code transparency and customization |
   DEBUG: 2026-02-02 10:23:01,249:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,250:      pdf_renderer.py:  470: printSegment: | DOCX Export | Word document report
   DEBUG: 2026-02-02 10:23:01,250:      pdf_renderer.py:  470: printSegment: generation |
   DEBUG: 2026-02-02 10:23:01,251:      pdf_renderer.py:  470: printSegment: 11. Unique OneTrust Features
   DEBUG: 2026-02-02 10:23:01,252:      pdf_renderer.py:  470: printSegment: OneTrust offers capabilities not currently in VerifyWise:
   DEBUG: 2026-02-02 10:23:01,252:      pdf_renderer.py:  470: printSegment: 11.1 DataGuidance Regulatory Intelligence
   DEBUG: 2026-02-02 10:23:01,253:      pdf_renderer.py:  470: printSegment: Components:
   DEBUG: 2026-02-02 10:23:01,253:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,253:      pdf_renderer.py:  470: printSegment: EU AI Act Guidance Notes
   DEBUG: 2026-02-02 10:23:01,254:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,254:      pdf_renderer.py:  470: printSegment: AI Law Tracker (global jurisdiction coverage)
   DEBUG: 2026-02-02 10:23:01,255:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,255:      pdf_renderer.py:  470: printSegment: AI Frameworks database
   DEBUG: 2026-02-02 10:23:01,255:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,256:      pdf_renderer.py:  470: printSegment: AI Guidelines 
   DEBUG: 2026-02-02 10:23:01,256:      pdf_renderer.py:  470: printSegment: &
   DEBUG: 2026-02-02 10:23:01,256:      pdf_renderer.py:  470: printSegment:  Tools repository
   DEBUG: 2026-02-02 10:23:01,257:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,257:      pdf_renderer.py:  470: printSegment: Real-time regulatory updates
   DEBUG: 2026-02-02 10:23:01,258:      pdf_renderer.py:  470: printSegment: 11.2 Assessment Infrastructure
   DEBUG: 2026-02-02 10:23:01,258:      pdf_renderer.py:  470: printSegment: Template Gallery:
   DEBUG: 2026-02-02 10:23:01,258:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,259:      pdf_renderer.py:  470: printSegment: Pre-built compliance assessments
   DEBUG: 2026-02-02 10:23:01,259:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,260:      pdf_renderer.py:  470: printSegment: Industry-specific templates
   DEBUG: 2026-02-02 10:23:01,260:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,260:      pdf_renderer.py:  470: printSegment: Regulatory-aligned questionnaires
   DEBUG: 2026-02-02 10:23:01,261:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,262:      pdf_renderer.py:  470: printSegment: Best practice frameworks
   DEBUG: 2026-02-02 10:23:01,262:      pdf_renderer.py:  470: printSegment: Custom Builder:
   DEBUG: 2026-02-02 10:23:01,262:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,263:      pdf_renderer.py:  470: printSegment: Visual question designer
   DEBUG: 2026-02-02 10:23:01,263:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,264:      pdf_renderer.py:  470: printSegment: Conditional logic rules
   DEBUG: 2026-02-02 10:23:01,265:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,267:      pdf_renderer.py:  470: printSegment: Scoring formulas
   DEBUG: 2026-02-02 10:23:01,268:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,268:      pdf_renderer.py:  470: printSegment: Multi-language support
   DEBUG: 2026-02-02 10:23:01,270:      pdf_renderer.py:  470: printSegment: 11.3 AI Systems Lifecycle
   DEBUG: 2026-02-02 10:23:01,270:      pdf_renderer.py:  470: printSegment: Project → AI System Promotion:
   DEBUG: 2026-02-02 10:23:01,271:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,271:      pdf_renderer.py:  470: printSegment: Formal lifecycle transition
   DEBUG: 2026-02-02 10:23:01,273:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,275:      pdf_renderer.py:  470: printSegment: Attribute mapping
   DEBUG: 2026-02-02 10:23:01,276:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,277:      pdf_renderer.py:  470: printSegment: Relationship preservation
   DEBUG: 2026-02-02 10:23:01,279:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,283:      pdf_renderer.py:  470: printSegment: Documentation transfer
   DEBUG: 2026-02-02 10:23:01,286:      pdf_renderer.py:  470: printSegment: 11.4 Multi-Cloud AI Discovery
   DEBUG: 2026-02-02 10:23:01,287:      pdf_renderer.py:  470: printSegment: Automated Discovery:
   DEBUG: 2026-02-02 10:23:01,287:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,288:      pdf_renderer.py:  470: printSegment: Databricks Unity Catalog
   DEBUG: 2026-02-02 10:23:01,288:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,288:      pdf_renderer.py:  470: printSegment: Amazon SageMaker
   DEBUG: 2026-02-02 10:23:01,289:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,289:      pdf_renderer.py:  470: printSegment: Google Vertex AI
   DEBUG: 2026-02-02 10:23:01,292:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,293:      pdf_renderer.py:  470: printSegment: Azure ML Studio
   DEBUG: 2026-02-02 10:23:01,296:      pdf_renderer.py:  470: printSegment: 11.5 Additional Unique Features
   DEBUG: 2026-02-02 10:23:01,299:      pdf_renderer.py:  470: printSegment: | Feature | Description |
   DEBUG: 2026-02-02 10:23:01,299:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,303:      pdf_renderer.py:  470: printSegment: |---------|-------------|
   DEBUG: 2026-02-02 10:23:01,305:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,306:      pdf_renderer.py:  470: printSegment: | Dataset Inventory | Formal dataset tracking with lineage |
   DEBUG: 2026-02-02 10:23:01,308:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,309:      pdf_renderer.py:  470: printSegment: | Fairness
   DEBUG: 2026-02-02 10:23:01,310:      pdf_renderer.py:  470: printSegment: Metrics | Demographic Parity, Equalized Odds |
   DEBUG: 2026-02-02 10:23:01,310:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,311:      pdf_renderer.py:  470: printSegment: | FRIA Assessment | Fundamental Rights Impact Assessment |
   DEBUG: 2026-02-02 10:23:01,311:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,312:      pdf_renderer.py:  470: printSegment: |
   DEBUG: 2026-02-02 10:23:01,312:      pdf_renderer.py:  470: printSegment: Custom Attributes | Dynamic field creation |
   DEBUG: 2026-02-02 10:23:01,312:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,313:      pdf_renderer.py:  470: printSegment: | Saved Views | Persistent filtered views |
   DEBUG: 2026-02-02 10:23:01,313:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,314:      pdf_renderer.py:  470: printSegment: | Model Cards (AI Cards) |
   DEBUG: 2026-02-02 10:23:01,314:      pdf_renderer.py:  470: printSegment: Standardized PDF documentation |
   DEBUG: 2026-02-02 10:23:01,315:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,317:      pdf_renderer.py:  470: printSegment: | Cross-Module Integration | TPRM, Privacy, Data Mapping |
   DEBUG: 2026-02-02 10:23:01,320:      pdf_renderer.py:  470: printSegment: 12. EU AI Act Compliance Coverage
   DEBUG: 2026-02-02 10:23:01,321:      pdf_renderer.py:  470: printSegment: 12.1 Article-by-Article Comparison
   DEBUG: 2026-02-02 10:23:01,321:      pdf_renderer.py:  470: printSegment: | Article | Requirement | VerifyWise | OneTrust |
   DEBUG: 2026-02-02 10:23:01,322:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,322:      pdf_renderer.py:  470: printSegment: |---------|-------------|:----------:|:--------:|
   DEBUG: 2026-02-02 10:23:01,323:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,323:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,323:      pdf_renderer.py:  470: printSegment: Art. 4
   DEBUG: 2026-02-02 10:23:01,324:      pdf_renderer.py:  470: printSegment:  | AI Literacy | ✅
   DEBUG: 2026-02-02 10:23:01,325:      pdf_renderer.py:  470: printSegment: Training Registry | ⚠️ Manual |
   DEBUG: 2026-02-02 10:23:01,325:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,326:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,326:      pdf_renderer.py:  470: printSegment: Art. 9
   DEBUG: 2026-02-02 10:23:01,327:      pdf_renderer.py:  470: printSegment:  | Risk Management System | ✅ Full | ✅ Full |
   DEBUG: 2026-02-02 10:23:01,328:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,328:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,329:      pdf_renderer.py:  470: printSegment: Art. 10
   DEBUG: 2026-02-02 10:23:01,329:      pdf_renderer.py:  470: printSegment:  | Data Governance | ⚠️ Partial | ✅
   DEBUG: 2026-02-02 10:23:01,330:      pdf_renderer.py:  470: printSegment: Dataset Inventory |
   DEBUG: 2026-02-02 10:23:01,331:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,331:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,332:      pdf_renderer.py:  470: printSegment: Art. 11
   DEBUG: 2026-02-02 10:23:01,332:      pdf_renderer.py:  470: printSegment:  | Technical Documentation | ✅ Full | ✅ Full |
   DEBUG: 2026-02-02 10:23:01,332:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,333:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,333:      pdf_renderer.py:  470: printSegment: Art. 12
   DEBUG: 2026-02-02 10:23:01,334:      pdf_renderer.py:  470: printSegment:  | Record-Keeping | ✅ Audit Trail | ✅ Full |
   DEBUG: 2026-02-02 10:23:01,334:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,335:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,335:      pdf_renderer.py:  470: printSegment: Art. 13
   DEBUG: 2026-02-02 10:23:01,336:      pdf_renderer.py:  470: printSegment:  | Transparency | ✅ AI Trust Center | ✅ Full |
   DEBUG: 2026-02-02 10:23:01,336:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,336:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,337:      pdf_renderer.py:  470: printSegment: Art. 14
   DEBUG: 2026-02-02 10:23:01,337:      pdf_renderer.py:  470: printSegment:  | Human Oversight | ✅ Workflows | ✅ Assessments |
   DEBUG: 2026-02-02 10:23:01,338:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,338:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,338:      pdf_renderer.py:  470: printSegment: Art. 15
   DEBUG: 2026-02-02 10:23:01,339:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,340:      pdf_renderer.py:  470: printSegment: Accuracy, Robustness | ✅ Model Risks | ✅ Full |
   DEBUG: 2026-02-02 10:23:01,341:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,341:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,342:      pdf_renderer.py:  470: printSegment: Art. 26
   DEBUG: 2026-02-02 10:23:01,342:      pdf_renderer.py:  470: printSegment:  | Deployer Obligations | ✅ Framework Controls | ✅ Full |
   DEBUG: 2026-02-02 10:23:01,343:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,343:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,343:      pdf_renderer.py:  470: printSegment: Art. 27
   DEBUG: 2026-02-02 10:23:01,344:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:01,345:      pdf_renderer.py:  470: printSegment: FRIA | ❌ None | ✅ Full |
   DEBUG: 2026-02-02 10:23:01,345:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,346:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,346:      pdf_renderer.py:  470: printSegment: Art. 50
   DEBUG: 2026-02-02 10:23:01,347:      pdf_renderer.py:  470: printSegment:  | AI-Generated Content | ✅ C2PA Watermarking | ❌ None |
   DEBUG: 2026-02-02 10:23:01,347:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,348:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,348:      pdf_renderer.py:  470: printSegment: Art. 71
   DEBUG: 2026-02-02 10:23:01,349:      pdf_renderer.py:  470: printSegment:  | Codes of Conduct | ⚠️
   DEBUG: 2026-02-02 10:23:01,349:      pdf_renderer.py:  470: printSegment: Policy Manager | ✅ Full |
   DEBUG: 2026-02-02 10:23:01,350:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,351:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,351:      pdf_renderer.py:  470: printSegment: Art. 72
   DEBUG: 2026-02-02 10:23:01,352:      pdf_renderer.py:  470: printSegment:  | Post-Market Monitoring | ✅ PMM Module | ⚠️ Manual |
   DEBUG: 2026-02-02 10:23:01,353:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,353:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:01,353:      pdf_renderer.py:  470: printSegment: Art. 73
   DEBUG: 2026-02-02 10:23:01,354:      pdf_renderer.py:  470: printSegment:  | Incident Reporting | ✅
   DEBUG: 2026-02-02 10:23:01,355:      pdf_renderer.py:  470: printSegment: Full Module | ✅ Full |
   DEBUG: 2026-02-02 10:23:01,355:      pdf_renderer.py:  470: printSegment: 12.2 Compliance Strengths
   DEBUG: 2026-02-02 10:23:01,356:      pdf_renderer.py:  470: printSegment: VerifyWise Advantages:
   DEBUG: 2026-02-02 10:23:01,356:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,357:      pdf_renderer.py:  470: printSegment: Article 50 (AI-Generated Content): Only platform with C2PA watermarking
   DEBUG: 2026-02-02 10:23:01,357:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,358:      pdf_renderer.py:  470: printSegment: Article 4 (AI Literacy): Dedicated training registry
   DEBUG: 2026-02-02 10:23:01,359:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,359:      pdf_renderer.py:  470: printSegment: Article 72 (Post-Market Monitoring): Dedicated PMM module
   DEBUG: 2026-02-02 10:23:01,360:      pdf_renderer.py:  470: printSegment: OneTrust Advantages:
   DEBUG: 2026-02-02 10:23:01,361:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,361:      pdf_renderer.py:  470: printSegment: Article 10 (Data Governance): Full dataset inventory
   DEBUG: 2026-02-02 10:23:01,362:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,362:      pdf_renderer.py:  470: printSegment: Article 27 (FRIA): Pre-built assessment template
   DEBUG: 2026-02-02 10:23:01,363:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,363:      pdf_renderer.py:  470: printSegment: Broader framework coverage
   DEBUG: 2026-02-02 10:23:01,364:      pdf_renderer.py:  470: printSegment: 12.3 Critical Compliance Gaps
   DEBUG: 2026-02-02 10:23:01,364:      pdf_renderer.py:  470: printSegment: VerifyWise Must Address:
   DEBUG: 2026-02-02 10:23:01,365:      pdf_renderer.py:  470: printSegment:  1 
   DEBUG: 2026-02-02 10:23:01,365:      pdf_renderer.py:  470: printSegment: Article 10 - Data Governance
   DEBUG: 2026-02-02 10:23:01,366:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,366:      pdf_renderer.py:  470: printSegment: Implement Dataset Inventory
   DEBUG: 2026-02-02 10:23:01,367:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,367:      pdf_renderer.py:  470: printSegment: Add data lineage tracking
   DEBUG: 2026-02-02 10:23:01,367:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,368:      pdf_renderer.py:  470: printSegment: Include data quality metrics
   DEBUG: 2026-02-02 10:23:01,368:      pdf_renderer.py:  470: printSegment:  2 
   DEBUG: 2026-02-02 10:23:01,368:      pdf_renderer.py:  470: printSegment: Article 27 - FRIA
   DEBUG: 2026-02-02 10:23:01,369:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,369:      pdf_renderer.py:  470: printSegment: Create FRIA assessment template
   DEBUG: 2026-02-02 10:23:01,369:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,370:      pdf_renderer.py:  470: printSegment: Include rights categories
   DEBUG: 2026-02-02 10:23:01,370:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,371:      pdf_renderer.py:  470: printSegment: Add stakeholder consultation tracking
   DEBUG: 2026-02-02 10:23:01,371:      pdf_renderer.py:  470: printSegment:  3 
   DEBUG: 2026-02-02 10:23:01,372:      pdf_renderer.py:  470: printSegment: Fairness/Bias Metrics
   DEBUG: 2026-02-02 10:23:01,372:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,372:      pdf_renderer.py:  470: printSegment: Required for non-discrimination compliance
   DEBUG: 2026-02-02 10:23:01,373:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,373:      pdf_renderer.py:  470: printSegment: Needed for high-risk AI systems
   DEBUG: 2026-02-02 10:23:01,374:      pdf_renderer.py:  470: printSegment: 13. Gap Analysis 
   DEBUG: 2026-02-02 10:23:01,374:      pdf_renderer.py:  470: printSegment: &
   DEBUG: 2026-02-02 10:23:01,374:      pdf_renderer.py:  470: printSegment:  Recommendations
   DEBUG: 2026-02-02 10:23:01,375:      pdf_renderer.py:  470: printSegment: 13.1 Critical Priority (Must Have)
   DEBUG: 2026-02-02 10:23:01,375:      pdf_renderer.py:  470: printSegment: | Gap | Impact | Recommendation | Effort |
   DEBUG: 2026-02-02 10:23:01,376:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,376:      pdf_renderer.py:  470: printSegment: |-----|--------|----------------|--------|
   DEBUG: 2026-02-02 10:23:01,376:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,378:      pdf_renderer.py:  470: printSegment: | Dataset Inventory | EU AI Act Art. 10
   DEBUG: 2026-02-02 10:23:01,379:      pdf_renderer.py:  470: printSegment: compliance | Create dataset tracking module with lineage | High |
   DEBUG: 2026-02-02 10:23:01,379:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,381:      pdf_renderer.py:  470: printSegment: | FRIA Assessment | EU AI Act Art. 27
   DEBUG: 2026-02-02 10:23:01,382:      pdf_renderer.py:  470: printSegment: compliance | Build FRIA template with rights mapping | Medium |
   DEBUG: 2026-02-02 10:23:01,382:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,383:      pdf_renderer.py:  470: printSegment: | Fairness Metrics | Bias detection compliance |
   DEBUG: 2026-02-02 10:23:01,384:      pdf_renderer.py:  470: printSegment: Integrate Fairlearn/AIF360 metrics | Medium |
   DEBUG: 2026-02-02 10:23:01,384:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,385:      pdf_renderer.py:  470: printSegment: | Assessment Builder | Customer flexibility | Build visual template
   DEBUG: 2026-02-02 10:23:01,386:      pdf_renderer.py:  470: printSegment: creator | High |
   DEBUG: 2026-02-02 10:23:01,387:      pdf_renderer.py:  470: printSegment: 13.2 High Priority (Competitive Parity)
   DEBUG: 2026-02-02 10:23:01,388:      pdf_renderer.py:  470: printSegment: | Gap | Impact | Recommendation | Effort |
   DEBUG: 2026-02-02 10:23:01,388:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,388:      pdf_renderer.py:  470: printSegment: |-----|--------|----------------|--------|
   DEBUG: 2026-02-02 10:23:01,389:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,390:      pdf_renderer.py:  470: printSegment: | Cloud AI Discovery | Enterprise
   DEBUG: 2026-02-02 10:23:01,391:      pdf_renderer.py:  470: printSegment: adoption | Build Azure/AWS/GCP integrations | High |
   DEBUG: 2026-02-02 10:23:01,391:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,392:      pdf_renderer.py:  470: printSegment: | Custom Attributes | Flexibility | Add dynamic field
   DEBUG: 2026-02-02 10:23:01,393:      pdf_renderer.py:  470: printSegment: configuration | Medium |
   DEBUG: 2026-02-02 10:23:01,393:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,393:      pdf_renderer.py:  470: printSegment: | Model Cards | Documentation standard | Implement PDF model card generator | Low |
   DEBUG: 2026-02-02 10:23:01,394:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,396:      pdf_renderer.py:  470: printSegment: |
   DEBUG: 2026-02-02 10:23:01,396:      pdf_renderer.py:  470: printSegment: Saved Views | User productivity | Add view persistence feature | Low |
   DEBUG: 2026-02-02 10:23:01,397:      pdf_renderer.py:  470: printSegment: 13.3 Medium Priority (Market Expansion)
   DEBUG: 2026-02-02 10:23:01,398:      pdf_renderer.py:  470: printSegment: | Gap | Impact | Recommendation | Effort |
   DEBUG: 2026-02-02 10:23:01,398:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,399:      pdf_renderer.py:  470: printSegment: |-----|--------|----------------|--------|
   DEBUG: 2026-02-02 10:23:01,399:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,401:      pdf_renderer.py:  470: printSegment: | OECD Framework | International
   DEBUG: 2026-02-02 10:23:01,401:      pdf_renderer.py:  470: printSegment: compliance | Add OECD principles mapping | Medium |
   DEBUG: 2026-02-02 10:23:01,401:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,402:      pdf_renderer.py:  470: printSegment: | UK ICO Toolkit | UK market access | Add UK framework
   DEBUG: 2026-02-02 10:23:01,403:      pdf_renderer.py:  470: printSegment: support | Medium |
   DEBUG: 2026-02-02 10:23:01,403:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,404:      pdf_renderer.py:  470: printSegment: | Visual Workflow | Enterprise adoption | Build drag-drop workflow designer | High |
   DEBUG: 2026-02-02 10:23:01,404:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,406:      pdf_renderer.py:  470: printSegment: | Hugging
   DEBUG: 2026-02-02 10:23:01,406:      pdf_renderer.py:  470: printSegment: Face Gallery | Model discovery | Add HF integration | Medium |
   DEBUG: 2026-02-02 10:23:01,407:      pdf_renderer.py:  470: printSegment: 13.4 Roadmap Recommendation
   DEBUG: 2026-02-02 10:23:01,407:      pdf_renderer.py:  470: printSegment: Phase 1 (Q1 2026): Compliance Critical
   DEBUG: 2026-02-02 10:23:01,408:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,408:      pdf_renderer.py:  470: printSegment: [
   DEBUG: 2026-02-02 10:23:01,408:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:01,409:      pdf_renderer.py:  470: printSegment: ]
   DEBUG: 2026-02-02 10:23:01,409:      pdf_renderer.py:  470: printSegment:  Dataset Inventory implementation
   DEBUG: 2026-02-02 10:23:01,410:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:01,411:      pdf_renderer.py:  470: printSegment: [
   DEBUG: 2026-02-02 10:23:01,411:      pdf_renderer.py:  470: printSegment:  
